Module,ASIC,Channel,Count,Gain,Offset,StraightFit,FullFit,Centre1,Centre2,Centre3,Centre4
0,3,6,34510,15.2164,-3297.23,281.588,10459.2,425.65,556.303,577.434,597.406
0,3,7,34217,15.2073,-3119.59,257.917,10593,414.227,544.995,565.969,586.162
0,3,8,33399,15.2014,-3465.41,202.942,10316,437.159,567.925,588.805,609.278
0,3,9,32960,15.2162,-3266.87,128.372,10369.4,423.761,553.778,575.659,595.635
0,3,10,32707,15.1497,-3236.89,720.68,9187.05,423.421,555.437,575.711,595.786
0,3,11,32511,15.2114,-3324.73,159.144,8782.12,427.664,557.93,579.576,599.553
0,3,12,32097,15.2423,-3486.06,198.469,8958.52,437.345,567.661,588.755,608.921
0,3,13,31846,15.3992,-3224.04,324.228,9534.73,415.847,544.829,566.051,585.451
0,3,14,31736,15.2743,-3509.18,848.552,8367.56,437.767,568.79,588.975,608.59
0,3,15,31898,15.2752,-3323.31,273.745,8736.22,425.73,555.767,577.035,596.788
0,3,16,31449,15.2681,-3604.14,84.9417,8636.24,444.406,574.108,595.575,615.8
0,3,17,31377,15.3433,-3303.28,276.351,8400.99,422.519,552.196,572.859,592.946
0,3,18,31371,15.3383,-3100.57,113.686,8311.57,409.529,538.665,560.086,580.076
0,3,19,31108,15.3556,-3177.21,79.0963,8469.95,414.125,542.711,564.579,584.553
0,3,20,30664,15.3458,-3374.11,288.551,8123.38,427.082,556.475,577.765,597.316
0,3,21,30799,15.3376,-3294.58,299.847,7822.3,422.111,551.686,572.794,592.456
0,3,22,30391,15.3678,-3243.4,205.799,8051.65,417.978,547.259,568.134,588.154
0,3,23,30259,15.3673,-3136.17,235.048,8711.7,411.016,540.193,561.395,581.086
0,3,24,30121,15.3766,-3192.52,166.468,7872.48,414.447,543.639,564.351,584.64
0,3,25,30324,15.5049,-3330.44,5178.1,7926.79,420.922,543.437,570.643,590.224
0,3,26,30100,15.3447,-3419.46,602.747,7632.99,429.963,560.13,580.364,600.164
0,3,27,29610,15.4628,-3058.43,213.141,7699.18,403.48,531.618,553.056,572.488
0,3,28,29450,15.3935,-3319.44,224.839,7263.69,422.215,551.42,571.903,592.208
0,3,29,29530,15.4099,-3403.79,131.577,8025.7,427.295,555.854,577.193,597.017
0,3,30,29360,15.468,-3689.8,222.202,52505.7,444.136,572.468,593.507,613.12
0,3,31,29014,15.4491,-3277.13,67.1349,7324.92,418.05,546.127,567.454,587.462
0,3,32,28937,15.4559,-3247.46,210.902,8231.82,415.868,544.27,565.357,584.994
0,3,33,29058,15.5337,-3281.46,143.395,8755.35,415.999,543.665,564.627,584.38
0,3,34,28824,15.5014,-3285.85,59.4275,14383.9,417.202,544.876,566.047,586.07
0,3,35,29211,15.4999,-3472.79,97.1205,7240.75,429.295,556.939,578.322,598.081
0,3,36,29238,15.4222,-3475.39,25.4441,7320.76,431.72,559.589,581.31,601.599
0,3,37,28897,15.5071,-3462.44,238.286,574392,428.347,556.361,577.377,596.879
0,3,38,28823,15.5592,-3074.13,306.408,6727.62,401.942,529.546,550.606,569.813
0,3,39,28310,15.5346,-3336.31,147.943,7705.77,419.535,546.946,568.342,587.854
0,3,40,28753,15.5509,-3188.22,167.4,6491.55,409.575,536.794,558.296,577.687
0,3,41,28543,15.5153,-3349.74,168.452,7316.09,420.903,548.576,569.889,589.404
0,3,42,28457,15.4987,-3348.04,123.555,6731.82,421.325,548.652,570.517,590.114
0,3,43,28668,15.4617,-3524.56,71.6883,142298,433.867,561.026,583.059,603.426
0,3,44,28267,15.5329,-3340.22,152.115,6519.98,419.859,547.086,568.761,588.199
0,3,45,28238,15.58,-3320.26,123.105,6917.85,417.271,544.445,565.493,585.162
0,3,46,28599,15.4469,-3217.65,131.222,6990.28,414.355,541.808,564.03,583.806
0,3,47,28451,15.5175,-3315.52,78.0746,7083.82,418.802,545.627,567.607,587.62
0,3,48,28351,15.5244,-3525.73,428.363,6744.66,431.887,560.058,580.871,600.057
0,3,49,28014,15.5582,-3280.93,291.309,6554.42,415.368,542.253,564.305,583.284
0,3,50,28098,15.5606,-3293.91,135.725,7783.75,416.081,543.522,564.429,584.186
0,3,51,27567,15.572,-3611.36,308.316,6585.62,436.138,563.432,584.816,603.842
0,3,52,27804,15.5951,-3245.37,151.832,6277.89,412.148,538.607,560.484,579.873
0,3,53,27756,15.6776,-3471.3,422.548,6841.07,424.288,550.485,572.224,590.753
0,3,54,27744,15.5256,-3582.21,165.887,7472.04,435.571,563.412,584.231,604.037
0,3,55,27695,15.5944,-3424.54,358.196,6530.6,423.552,550.484,572.169,590.962
0,3,56,27626,15.5643,-3362.13,178.886,6910.44,420.349,547.813,568.748,588.342
0,3,57,27627,15.576,-3630.5,126.707,6493.45,437.386,563.987,585.845,605.359
0,3,58,27111,15.6536,-3292.18,307.667,5873,413.466,540.15,561.336,580.299
0,3,59,27236,15.4253,-3581.73,81.5589,6330.71,438.597,566.41,587.416,608.923
0,3,60,27308,15.548,-3416.79,93.4268,6292.27,424.449,551.206,573.078,592.808
0,3,61,27346,15.5279,-3264,58.5136,6202.6,415.2,541.979,563.844,583.935
0,3,62,27190,15.6452,-3483.7,106.804,22315.4,425.989,552.581,573.58,593.204
0,3,63,27136,15.6035,-3428.59,26.204,20115.1,423.72,550.022,571.547,591.664
0,3,64,26987,15.637,-3415.5,108.569,6616.53,421.868,548.386,569.625,589.152
0,3,65,26884,15.5894,-3518.45,143.043,395838,429.73,556.787,577.949,597.473
0,3,66,27028,15.5876,-3574.46,149.751,6286.17,433.369,560.46,581.61,601.121
0,3,67,26493,15.6745,-3456.2,734.82,6654.61,423.329,549.907,571.528,589.554
0,3,68,26982,15.6399,-3147.12,141.642,6398.23,404.716,530.667,552.588,572.027
0,3,69,27135,15.6181,-3492.54,397.676,6356.19,427.327,553.653,575.85,594.51
0,3,70,26874,15.7273,-3735.42,998.211,6670.93,439.682,565.59,587.708,605.191
0,3,71,26990,15.6869,-3497.04,239.725,6171.59,425.655,552.101,573.062,592.229
0,3,72,26770,15.6129,-3403.43,120.936,6156.48,421.752,548.395,569.798,589.273
0,3,73,26697,15.6481,-3389.83,121.945,6649.37,420.108,545.615,567.62,587.62
0,3,74,26614,15.6189,-3462.52,95.985,6238.65,425.359,552.104,573.205,592.868
0,3,75,26412,15.645,-3739.9,114.773,13920.1,442.353,569.103,589.823,609.605
0,3,76,26706,16.7952,-3977.66,223474,6200.34,427.499,553.558,575.879,559.166
0,3,77,26576,15.6863,-3528.21,471.021,6124.66,427.657,553.91,575.533,593.976
0,3,78,26643,15.6087,-3428.67,68.0338,6803.41,423.648,549.873,570.798,591.949
0,3,79,26633,15.6713,-3296.7,112.137,13164.1,413.399,539.394,560.913,580.333
0,3,80,26751,15.6152,-3593.85,113.378,6361.31,433.885,560.511,581.889,601.394
0,3,81,26649,15.5178,-3443.03,89.3938,6195.99,427.071,553.661,575.649,596.092
0,3,82,26778,15.6953,-3492.49,228.022,6340.28,425.136,551.56,572.403,591.648
0,3,83,26461,15.6359,-3634.72,196.351,6274.04,436.004,561.933,584.022,603.297
0,3,84,26265,15.6943,-3451.34,38.1353,5931,422.655,548.543,569.697,589.493
0,3,85,26467,15.6282,-3623.05,505.778,5919.02,435.305,562.069,583.76,602.21
0,3,86,26265,15.7015,-3614.09,199.634,6023.16,432.89,558.187,580.269,599.527
0,3,87,26491,15.7785,-3588.16,415.005,5595.14,429.063,553.975,576.101,594.566
0,3,88,26142,15.6681,-3420.36,125.614,6542.02,421.303,547.853,568.616,588.273
0,3,89,26400,15.7829,-3396.93,630.778,5827.38,416.794,541.755,564.039,582.051
0,3,90,25962,15.7394,-3600.27,11.1425,5600.28,430.956,556.271,577.438,597.466
0,3,91,26370,15.6589,-3600.8,150.33,5896.19,433.057,559.827,580.363,600.143
0,3,92,26014,15.6146,-3610.58,38.256,6296.59,435.11,561.406,582.278,603.268
0,3,93,26343,15.6995,-3542.95,501.547,5740.94,428.329,553.902,576.214,594.58
0,3,94,25944,15.6969,-3656.61,643.148,6488.68,435.526,561.738,583.488,601.59
0,3,95,26209,15.6553,-3567.1,325.151,6384.7,431.105,556.997,579.175,597.998
0,3,96,25891,16.572,-3931.57,650633,8026.64,438.321,563.976,585.472,545.7
0,3,97,25793,15.7231,-3746.01,269.638,6260.43,440.671,565.815,587.986,606.98
0,3,98,25995,15.7102,-3504.74,68.6228,5803.02,425.641,551.253,572.673,592.26
0,3,99,25982,15.7091,-3700.03,236.343,5665.26,438.002,564.073,585.308,604.326
0,3,100,25905,15.765,-3511.05,138.468,9583.93,424.478,550.102,571.044,590.358
0,3,101,25868,15.8014,-3443.84,247.702,7011.98,419.194,544.792,565.498,584.563
0,3,102,25903,15.7164,-3558.37,186.703,5919.34,428.935,554.116,576.147,595.433
0,3,103,25754,15.691,-3636.51,7.67507,5794.74,434.614,560.254,581.465,601.708
0,3,104,25960,15.741,-3522.15,117.557,5958.6,425.838,551.643,572.576,592.01
0,3,105,25627,15.691,-3783.93,409.295,6588.68,443.87,569.836,591.691,610.221
0,3,106,25454,15.752,-3356.43,21.1741,94148.4,415.08,540.573,561.457,581.371
0,3,107,25780,15.722,-3684.76,485.437,5750.5,436.724,562.187,584.377,602.732
0,3,108,25982,15.7414,-3569.09,469.566,5606.52,428.858,554.059,576.311,594.704
0,3,109,25691,15.8015,-3637.97,110.393,88677.9,431.565,556.692,577.819,597.106
0,3,110,25758,15.738,-3656.39,9.21706,206811,434.523,560.09,580.948,601.025
0,3,111,25490,15.7033,-3565.66,276.684,5867.7,429.684,555.29,577.229,596.091
0,3,112,25696,15.7492,-3480.83,43.7006,12234.9,423.046,548.539,569.584,589.285
0,3,113,25885,15.7432,-3649.77,73.7621,6242.54,433.952,559.344,580.689,600.201
0,3,114,25404,15.7198,-3646.87,133.186,7132.61,434.539,559.464,581.419,601.259
0,3,115,25429,15.7476,-3469.71,80.5434,5904.81,422.468,547.45,569.114,588.806
0,3,116,25668,15.7882,-3546.94,96.1224,5431.71,426.3,550.838,572.544,592.259
0,3,117,25336,15.7906,-3285.38,755.899,4972.58,409.515,534.432,556.811,574.599
0,3,118,25643,15.8016,-3685.27,328.436,5512.34,434.697,558.899,581.263,600.275
0,3,119,25673,15.7187,-3593.09,8.96284,6586.26,431.053,556.617,577.721,597.764
0,3,120,25397,15.7677,-3731.74,207.747,5414.56,438.6,563.077,585.22,604.71
0,3,121,25276,15.6956,-3692.54,146.734,5626.41,437.947,563.911,585.279,604.544
0,3,122,25057,15.7557,-3650.15,348.638,5503.97,433.715,558.361,580.782,599.704
0,3,123,25387,15.7265,-3705.32,122.549,6237,437.865,563.88,584.682,604.199
0,3,124,25079,15.7728,-3636.81,395.276,6449.84,432.359,557.033,579.388,598.041
0,3,125,25224,15.8632,-3704.01,32.6573,4886.83,434.142,558.376,579.587,599.311
0,3,126,25225,15.7919,-3427.89,62.4443,5359.17,418.618,543.353,564.832,584.475
0,3,127,25312,15.7384,-3837.71,123.757,9769.99,445.958,571.766,592.75,612.143
0,4,11,123994,15.6775,-3564.09,217.057,47235.3,430.475,555.502,577.778,597.69
0,4,12,141882,15.5621,-3586.54,305.983,54565.6,434.776,562.74,582.857,602.868
0,4,13,149113,15.6708,-3760.72,182.462,53522.9,443.021,568.969,590.702,609.867
0,4,14,154781,15.5049,-3419.5,575.321,59884.6,425.537,554.407,574.112,594.144
0,4,15,161140,15.6373,-3654.31,1478.43,59679.9,437.085,563.232,586.394,603.369
0,4,16,164287,15.5287,-3433.88,496.367,60729.2,425.832,554.402,574.123,594.249
0,4,17,166685,15.7899,-3922.95,277.789,62278,449.833,575.56,596.276,615.287
0,4,18,166282,15.6714,-3851.61,167.915,62947.8,448.73,575.175,596.204,615.559
0,4,19,166030,15.565,-3574.48,726.191,66841.7,433.888,562.391,581.237,602.216
0,4,20,163002,15.6371,-3819.15,571.798,56610.1,447.578,574.374,595.988,614.33
0,4,21,162025,15.8112,-3704.55,304.617,61351.9,435.479,560.548,582.015,600.659
0,4,28,164964,16.508,-4159.49,9843.32,100795,444.461,568.569,580.02,603.913
0,4,29,162914,15.5687,-3643.93,260.794,67464.6,438.295,566.129,586.265,606.371
0,4,30,165340,15.6388,-3683.02,423.194,62270,438.8,565.879,586.823,605.7
0,4,31,164277,15.7043,-3661.22,17.4183,67207.4,435.784,561.653,582.236,602.82
0,4,32,163321,15.5519,-3764.7,107.029,62967.7,446.657,573.688,595.279,614.871
0,4,33,161209,15.5975,-3601.9,337.73,61800.6,434.763,562.48,582.56,602.426
0,4,34,156762,15.4891,-3543.32,334.834,64389.6,434.024,562.641,582.813,602.884
0,4,35,150899,15.462,-3522.79,435.673,62013.6,433.427,562.41,582.57,602.478
0,4,36,143679,15.4885,-3553.42,317.582,56937.1,434.697,563.253,583.595,603.518
0,4,37,137297,15.4344,-3445.85,833.324,55888.5,429.14,558.473,579.225,597.997
0,4,38,125128,15.2892,-3342.38,360.688,59135,426.757,555.499,578.41,597.666
0,4,63,158981,-6.89318,5482.31,210085,4119.38,333.608,0,0,0
0,4,89,106757,15.5871,-3755.17,2283.57,58591.1,444.834,571.995,595.007,611.182
0,4,90,117307,16.2366,-3987.88,148.392,39862.2,441.489,563.727,583.577,602.619
0,4,91,123673,16.0022,-3927.52,1241.9,52375,444.71,566.805,587.097,609.81
0,4,92,128024,16.2698,-3974.78,1684.43,48977.5,439.513,562.625,582.366,599.219
0,4,93,133212,16.638,-4172.09,80768.2,46964,444.199,566.609,565.943,606.075
0,4,94,136995,16.074,-3848.54,1303.65,2623650,437.889,558.762,580.16,602.102
0,4,95,138453,16.2638,-4094.39,135.757,47813.2,447.475,568.408,589.596,608.468
0,4,96,138042,16.249,-4062.13,11.6722,46995.5,445.876,567.214,587.748,607.188
0,4,97,135446,16.715,-4312.97,293135,62148.8,459.189,562.054,561.933,623.313
0,4,98,133240,15.6993,-3872,294.986,62330.3,449.17,575.738,596.394,615.59
0,4,99,131995,16.3185,-4119.94,66.8917,45054.8,447.561,568.089,588.951,608.184
0,4,106,4043640,15.0496,-3004.02,1380.86,2741280,410.726,544.35,563.104,584.582
0,4,107,139184,15.7762,-3916.47,15969.6,42885.2,448.918,581.756,594.473,612.119
0,4,108,137409,16.5764,-3992.56,37052,41522.6,434.285,554.368,562.125,596.839
0,4,109,139579,15.2015,-3318.57,32854.3,37167,430.643,551.359,574.038,608.475
0,4,110,144752,16.3927,-4013.32,11862.1,41801.9,439.81,559.686,574.27,602.986
0,4,111,140736,16.1294,-3930.01,29508.7,38470.9,440.496,571.483,576.935,602.713
0,4,112,4100310,9.75595,403.829,1547050,1541570,369.056,392.389,518.315,566.733
0,4,113,144263,15.5749,-3780.58,15644.5,45476.5,445.96,580.268,594.201,610.843
0,4,114,142974,16.3917,-3906.26,6958.39,49965.8,433.167,552.584,569.218,595.798
0,4,115,131661,16.32,-4049.77,13135.6,43891.9,443.921,565.101,578.594,607.773
0,4,116,8306520,11.2287,-366.828,1729510,1593960,393.77,406.641,538.925,539.497
0,5,0,25341,16.6423,-4485.5,55105.9,11907.8,459.803,585.337,605.295,607.159
0,5,1,25217,17.1564,-4735.82,21517.8,15908.6,460.83,583.632,591.344,612.508
0,5,2,25080,17.5939,-4988.99,44427.9,10251.3,463.625,586.628,589.885,609.826
0,5,3,25660,15.6839,-3942.06,79.709,8328.76,454.386,579.701,601.063,621.812
0,5,4,25317,8.25,1655.93,2058420,15900.3,308.693,303.415,475.796,488.564
0,5,5,25539,15.5275,-1984.19,24090.4,15253.6,332.59,466.58,473.698,502.46
0,5,6,25098,15.6916,-3717.43,784119,10716.3,469.23,518.958,595.309,615.09
0,5,7,25491,17.7264,-5102.99,40202.9,10903.7,466.637,588.136,591.848,612.239
0,5,8,25237,17.7261,-5063.37,35034.1,11287.8,464.419,585.28,589.913,610.346
0,5,9,25293,14.3366,-1303.22,85237.6,15571.5,311.447,465.97,472.832,482.552
0,5,10,25120,14.5946,-1427.06,76342,15776.5,314.377,465.406,473.12,483.212
0,5,11,25152,11.0114,-97.9431,944272,16043.1,319.856,538.616,470.88,488.889
0,5,12,25578,17.6837,-5076.11,39216.9,11726.6,466.248,587.919,591.803,612.273
0,5,13,25016,15.0478,-1631.37,33802.4,15766.4,318.486,460.456,472.736,486.453
0,5,14,25140,17.1799,-4743.29,54237.8,14822.7,460.497,587.532,589.384,609.556
0,5,15,24914,15.9221,-4031.2,48927.7,525849,452.081,588.666,591.892,612.942
0,5,16,25083,16.1299,-4250.05,232752,16139.2,461.955,607.188,590.578,611.201
0,5,17,25262,15.7626,-4046.84,266.267,9385.53,458.471,584.759,604.486,624.56
0,5,18,24674,16.4508,-4485.81,238629,10906.3,467.499,609.85,592.31,614.29
0,5,19,24998,-0.130326,4670.27,3157680,318005,320.266,452.386,474.468,-8525.28
0,5,20,24889,18.2355,-5255.28,31621.3,11914.2,462.916,576.648,581.298,608.342
0,5,21,24834,15.8362,-4117.64,143873,12542.4,462.595,585.102,622.755,609.141
0,5,22,24895,15.6839,-4012.87,45.1467,9697.9,458.704,584.948,605.671,625.686
0,5,23,24498,14.6104,-1456.21,61312.4,16519.3,315.998,465.847,473.784,486.585
0,5,24,24952,13.7798,-1062.73,22627.8,15922.4,306.686,460.122,474.04,492.159
0,5,25,24877,14.5705,-1395.23,11449.8,16946,313.398,452.134,476.184,488.523
0,5,26,24465,14.5982,-1460.94,3881.44,16297,317.603,454.475,478.376,494.516
0,5,27,24593,11.4996,170.243,1251160,13439.7,319.75,357.94,482.015,488.059
0,5,28,24937,15.7274,-4129.21,305759,15649.8,467.348,618.219,595.795,616.941
0,5,29,24575,17.6928,-5059.64,11272.6,16480.4,465.497,581.85,591.982,614.024
0,5,30,24775,17.2901,-4788.04,43283.4,15642.1,460.174,585.155,588.537,609.143
0,5,31,24429,15.6052,-2080.49,19094.2,16200,336.208,471.244,482.203,501.513
0,5,32,24741,15.0748,-1621.99,29191.9,13807.6,319.683,444.391,480.366,488.091
0,5,33,24523,14.3699,-1374.23,49955.7,16534.8,315.566,466.588,476.404,489.996
0,5,34,24515,16.7985,-4549.24,49906.9,14951.3,459.315,588.911,591.938,611.612
0,5,35,24353,14.3705,-1351.45,41475.8,16002.8,313.98,462.859,477.161,488.139
0,5,36,24436,-0.0220635,4842.11,4103920,13932.7,468.161,-13515.7,594.605,616.236
0,5,37,24320,15.3197,-1708.44,35166.7,15423.3,318.318,452.475,475.771,480.849
0,5,38,24376,14.4616,-1407.27,113368,20706,316.272,472.396,472.757,485.173
0,5,39,24546,17.733,-5118.58,31252.3,11171.9,467.498,587.462,592.384,614.204
0,5,40,24719,15.6797,-1835.21,26192.5,16484.7,319.799,445.711,474.402,480.176
0,5,41,24729,15.7588,-3932.95,84.0437,9459.77,451.505,576.7,598.131,617.586
0,5,42,24866,15.7781,-4061.87,46.2056,10287.2,459.072,584.608,605.068,625.105
0,5,43,24351,6.23738,2445.85,3264300,15808.4,311.369,465.875,476.035,325.305
0,5,44,24436,0.198679,4700.77,3993870,15671.8,301.437,2897.08,460.224,501.348
0,5,45,23927,17.4408,-4912.32,30530.6,14884.1,463.365,585.606,591.224,611.932
0,5,47,24319,15.1687,-1795.21,11411.2,15431.9,327.539,463.972,476,499.973
0,5,48,24212,16.8823,-4548.15,41575.3,15904.1,457.014,584.942,589.04,609.352
0,5,49,24083,15.7575,-4020.04,96.8864,9002.54,457.166,582.324,602.792,623.925
0,5,50,24344,14.1475,-1275.85,34705.8,16156.8,313.613,464.585,478.067,491.958
0,5,51,24205,17.7848,-5130.42,38877.7,10219.2,466.671,587.564,591.402,611.982
0,5,52,24589,17.9032,-5224.37,12598.2,12360,469.066,584.827,594.536,615.247
0,5,53,24129,5.41577,2838.58,2890190,15228.1,313.293,246.888,476.805,491.012
0,5,54,23896,17.6896,-5095.24,32886.7,10496.2,467.301,587.831,592.482,614.195
0,5,55,23968,14.3671,-1347.68,59164,16833.5,313.766,465.163,476.105,486.473
0,5,56,23969,17.5968,-5076.98,50476.1,9975.69,468.487,592.234,594.924,613.941
0,5,57,24091,14.7521,-1546.49,132982,14627.8,319.579,472.589,476.16,481.637
0,5,58,23999,18.0544,-5099.2,208915,13429.4,462.658,580.398,565.083,608.85
0,5,59,23890,14.6855,-1468.19,136565,16295,315.765,467.996,476.024,476.784
0,5,60,24409,17.9316,-5202.77,19993.4,11121.5,467.02,584.094,591.675,612.491
0,5,61,24200,15.7311,-4048.68,155.69,9625.49,459.634,585.083,606.694,625.88
0,5,62,23741,12.7207,-288.522,885062,14568.3,311.82,368.283,473.381,480.37
0,5,63,23881,11.6733,-1936.95,661553,12598.8,472.591,576.293,597.731,698.695
0,5,64,23401,15.7837,-1881.76,22700.3,15087.2,321.36,442.412,474.361,482.422
0,5,65,23798,15.7324,-4044.84,31.6653,9587.36,459.457,584.769,605.57,626.336
0,5,66,23836,15.8446,-2352.67,826.336,63988.5,349.718,472.426,494.916,515.758
0,5,67,24048,15.7682,-4066.88,3.88728,9539.04,459.748,584.942,605.898,625.966
0,5,68,23583,16.5387,-4465.2,208397,13650.2,463.281,603.972,589.012,610.559
0,5,69,23683,17.6654,-5106.4,37825.3,11014.4,468.519,589.971,593.828,615.121
0,5,70,23921,16.0021,-2217.17,26543.3,63181.2,336.708,469.074,475.823,499.304
0,5,71,23561,14.2194,-1256.46,10800.7,14697.3,311.11,456.931,473.376,492.52
0,5,72,23572,16.2746,-4219.64,14702.1,15976.2,456.566,569.751,597.942,619.006
0,5,73,23716,17.4093,-4890.18,41565.9,14152.1,462.932,586.764,590.226,611.195
0,5,74,23642,15.726,-4051.09,73.4594,9478.45,459.983,585.319,606.871,626.473
0,5,75,23986,14.3808,-1400.15,55325.1,28911.3,317.116,467.546,480.102,489.667
0,5,76,23707,15.0751,-1611.97,4778.3,15268,317.494,450.489,473.342,488.513
0,5,77,23831,17.0286,-4632.75,45899.2,15802.7,458.112,585.333,588.373,609.155
0,5,78,23238,15.7045,-3680.27,31935.2,17524.4,436.927,562.016,592.047,596.327
0,5,79,23557,15.4081,-1897.4,50399.2,14569.2,328.833,469.845,472.106,495.765
0,5,80,23572,15.7082,-2127.76,30308.9,14706.6,337.218,472.881,479.123,502.243
0,5,81,23621,16.6731,-4459.42,43888.9,15937.1,457.473,587.193,590.695,611.812
0,5,82,23353,15.9798,-4054.74,45905.1,15198.8,451.897,587.673,591.547,612.256
0,5,83,23357,13.1947,-2240.77,1632420,14896.3,462.904,580.554,506.587,616.933
0,5,84,23230,15.668,-1862.93,26536.2,14838.8,321.16,451.447,474.527,481.314
0,5,85,23419,15.8374,-3901.38,253.536,7947.13,447.45,571.099,593.214,613.039
0,5,86,22947,17.3963,-2641.41,270117,14739.7,337.043,455.748,482.094,460.847
0,5,87,23553,15.8004,-4013.57,185.005,8511.6,455.612,579.848,600.944,622.009
0,5,88,22882,14.903,-1749.71,25970.2,14368.7,330.159,466.3,491.726,498.598
0,5,89,23253,14.8075,-1513.39,99291.2,14954.7,322.17,434.198,485.365,492.739
0,5,90,23308,15.4249,-3828.42,180832,18247.5,454.832,604.909,592.595,613.048
0,5,91,23234,17.6403,-5061.72,34653.1,10255.5,466.648,587.896,592.387,613.6
0,5,92,23091,15.0706,-1634.4,12417.7,14490.1,318.542,456.108,472.848,488.815
0,5,93,23270,17.7196,-5062.51,39893.5,10331.5,464.49,586.093,590.06,609.953
0,5,94,23304,0.57583,4337.63,2860990,14398.9,311.434,462.793,472.928,2710.74
0,5,95,23528,15.7519,-2144.01,18913.6,4281470,337.025,470.684,482.829,500.083
0,5,96,23178,17.8165,-5083.09,31803.7,10518.2,463.221,582.947,588.018,608.794
0,5,97,23076,17.158,-4702.07,6555.11,24861.1,459.004,578.501,591.392,611.339
0,5,98,23034,15.7166,-4005.97,513.536,7764.9,457.228,584.125,603.057,624.112
0,5,99,22970,9.75688,1017.57,1818430,14147.8,315.628,324.525,474.377,480.175
0,5,100,22740,17.6399,-5054.82,48495.4,9564.46,466.081,589.327,592.33,611.281
0,5,101,22838,15.3192,-1687.16,26940.5,13518.5,317.735,446.194,476.128,481.851
0,5,102,22813,15.0946,-3668.5,423.722,13169.7,453.631,585.697,606.495,626.756
0,5,103,22581,17.757,-5121.99,40522.4,9544.51,466.892,588.247,591.954,612.163
0,5,104,22849,15.4605,-1723.19,34463.2,20899.5,318.116,440.528,475.746,481.101
0,5,105,22889,14.9148,-1490.59,12761.6,14401.8,313.088,445.179,473.434,484.179
0,5,106,22891,12.104,-538.935,546181,15049.7,328.137,482.441,445.19,544.083
0,5,107,22803,15.7952,-3985.08,239.699,8353.81,453.804,578.353,600.387,619.402
0,5,108,22879,15.6461,-2073.68,21445.5,14412.2,335.071,469.938,478.799,500.94
0,5,109,22541,9.46013,1085.38,2657930,14726.7,320.407,459.695,474.92,361.032
0,5,110,22953,16.8748,-4631.61,46701.1,10873.4,461.99,586.336,604.348,608.449
0,5,111,22744,16.239,-4165.7,4390.92,736283,452.069,577.389,592.087,613.345
0,5,112,22915,16.0853,-4197.91,61380,15543,457.961,594.362,595.206,616.734
0,5,113,22682,16.1531,-2200.06,29511.7,14402.1,332.782,463.482,468.897,494.868
0,5,114,22635,15.3485,-1745.27,16349.2,13831.5,319.983,454.502,473.601,485.684
0,5,115,22843,15.7474,-4013.89,98.6777,8232.33,457.114,582.038,602.975,623.978
0,5,116,22484,17.4723,-4954.2,37503.5,13663.1,464.976,587.754,591.747,613.173
0,5,117,22446,18.2081,-5307.78,73964.1,9683.08,470.733,562.02,594.856,616.482
0,5,118,22306,16.9379,-4598.19,33019.3,14401.6,458.495,584.878,590.486,610.952
0,5,119,22513,15.5211,-3787.45,1973.33,16272.6,448.665,578.682,596.264,617.167
0,5,120,22182,15.8328,-4001.27,101.257,8021.33,453.712,578.272,599.7,619
0,5,121,22302,0.631513,4395.06,3874170,13146.5,470.158,1558.57,597.55,618.922
0,5,122,22426,15.726,-3867.79,7500.02,15359.3,449.51,569.12,596.184,617.202
0,5,123,22294,15.8985,-4156.9,18.6495,8656.99,461.669,585.645,606.709,626.521
0,5,124,22337,15.7708,-3979.25,31.7518,8330.74,454.185,578.982,600.285,620.495
0,5,125,22399,15.6094,-1675.75,588830,15084.3,319.689,452.483,477.656,437.15
0,5,126,22179,18.2132,-5352.6,1428.13,9766.91,468.886,576.836,593.58,614.007
0,5,127,25723,14.5469,-1266.45,45959,13894.5,305.107,445.236,472.645,474.657
1,0,0,1687,0.00209923,4825.82,4097100,1392.55,520.418,154938,0,0
1,0,1,1451,-2.28125,5397.92,3130850,1094.94,340.738,519.339,0,0
1,0,2,1272,-2.43115,5502.84,2713590,915.56,428.472,551.201,0,0
1,0,3,1338,-2.42544,5494.38,2750050,999.461,420.103,547.925,0,0
1,0,4,1269,-2.44956,5499.36,2728650,927.273,421.419,545.209,0,0
1,0,5,1344,-2.46223,5503.34,2711410,990.815,423.615,544.506,0,0
1,0,6,1335,0.288957,4800.84,4158420,987.18,346.785,544.151,0,584.201
1,0,7,1442,-2.44225,5499.93,2726150,1057.42,423.319,547.151,0,0
1,0,8,1368,-2.45965,5496.06,2742850,960.83,416.088,541.209,0,0
1,0,9,1306,-2.46907,5499.92,2726220,955.475,418.705,541.201,0,0
1,0,10,1334,-5.53224,5482.31,210085,996.672,415.675,0,0,0
1,0,11,1519,0.0309529,4590.76,3090810,11294.5,424.853,553.151,562.045,39379.5
1,0,12,1611,6.84852,1032.7,1697300,1109.77,412.828,542.357,735.69,572.215
1,0,13,1840,16.1193,-3509.63,365552,1149.5,419.745,544.526,577.53,546.882
1,0,14,2154,-0.0029122,4716.44,3731910,5772.33,407.478,536.416,-263807,564.932
1,0,15,2470,0.439672,4514.33,3896410,2844.49,428.08,1927.79,628.118,592.05
1,0,16,2867,10.0693,-175.077,1769990,1165.55,422.078,433.608,579.655,583.655
